Appointment_ID,Date,Store_ID,Customer_ID,Service_ID,Appointment_Status,Converted_To_Sale,Booking_Channel,Wait_Days
A0000850,2026-11-03,S1027,C018655,SV07,No-show,No,Online,8
A0000851,2026-12-11,S1048,C005107,SV01,Completed,No,In Store,9
A0000852,2026-03-21,S1089,C008586,SV03,Cancelled,No,Online,4
A0000853,2025-08-14,S1082,C013117,SV04,Completed,Yes,Online,14
A0000854,2026-02-13,S1066,C009947,SV05,Completed,No,Online,14
A0000855,2026-03-07,S1059,C014450,SV01,Cancelled,No,In Store,19
A0000856,2026-01-24,S1111,C019791,SV03,Completed,Yes,Phone,12
A0000857,2025-08-21,S1098,C011175,SV04,Completed,No,In Store,8
A0000858,2026-06-18,S1010,C008311,SV01,Cancelled,No,In Store,19
A0000859,2026-06-09,S1081,C002840,SV03,Completed,Yes,In Store,17
A0000860,2025-02-03,S1087,C004150,SV01,Completed,Yes,In Store,3
A0000861,2026-04-07,S1060,C000708,SV01,Completed,Yes,Online,19
A0000862,2025-04-28,S1119,C003877,SV01,Completed,No,In Store,16
A0000863,2026-12-02,S1041,C011603,SV02,Completed,Yes,In Store,5
A0000864,2025-07-17,S1071,C001973,SV03,Completed,No,Online,18
A0000865,2026-03-19,S1002,C015659,SV01,Completed,No,Online,14
A0000866,2026-04-16,S1038,C005519,SV01,Completed,No,Online,12
A0000867,2026-07-29,S1119,C008848,SV01,Completed,No,Online,2
A0000868,2025-07-13,S1081,C014282,SV04,No-show,No,In Store,16
A0000869,2026-08-23,S1083,C006423,SV02,Completed,Yes,In Store,5
A0000870,2025-04-13,S1003,C006560,SV07,Completed,Yes,Phone,21
A0000871,2025-01-08,S1009,C010278,SV01,Cancelled,No,Online,20
A0000872,2025-03-12,S1068,C013396,SV04,Completed,Yes,In Store,10
A0000873,2025-02-02,S1014,C011414,SV01,Completed,Yes,In Store,14
A0000874,2026-10-17,S1048,C002419,SV08,Completed,No,Online,3
A0000875,2025-02-28,S1046,C010648,SV01,Completed,Yes,Phone,17
A0000876,2026-05-09,S1014,C008386,SV03,Completed,Yes,Online,3
A0000877,2026-01-22,S1117,C014963,SV01,Rescheduled,No,Phone,20
A0000878,2025-11-04,S1112,C003799,SV03,Cancelled,No,Online,13
A0000879,2025-05-03,S1109,C005596,SV02,No-show,No,In Store,4
A0000880,2025-03-13,S1059,C014146,SV02,Completed,No,Online,19
A0000881,2025-12-29,S1014,C011653,SV01,Rescheduled,No,Online,11
A0000882,2026-04-10,S1108,C014904,SV01,Completed,No,In Store,20
A0000883,2026-04-13,S1112,C001296,SV01,Completed,Yes,Online,7
A0000884,2026-03-30,S1032,C013707,SV01,Cancelled,No,In Store,10
A0000885,2025-10-20,S1087,C000996,SV07,Cancelled,No,Online,21
A0000886,2025-01-06,S1039,C001227,SV03,Completed,No,Online,6
A0000887,2026-08-11,S1104,C001121,SV03,Completed,No,In Store,5
A0000888,2025-08-23,S1121,C016372,SV01,Completed,No,Phone,21
A0000889,2026-04-30,S1044,C015887,SV01,Completed,No,Online,18
A0000890,2026-07-14,S1068,C013575,SV01,Completed,No,Online,8
A0000891,2026-12-27,S1074,C002087,SV03,No-show,No,Online,10
A0000892,2026-09-24,S1046,C017384,SV01,Completed,No,Online,21
A0000893,2026-09-28,S1119,C003058,SV02,Completed,No,Online,12
A0000894,2025-07-05,S1092,C017883,SV06,Cancelled,No,Online,5
A0000895,2026-04-07,S1050,C006271,SV01,Completed,Yes,Online,3
A0000896,2025-11-22,S1007,C014119,SV04,Completed,No,Online,11
A0000897,2025-12-26,S1029,C000569,SV01,Completed,No,Online,7
A0000898,2026-07-19,S1094,C014106,SV07,Cancelled,No,Online,12
A0000899,2026-11-23,S1003,C010176,SV02,Completed,Yes,Phone,1
A0000900,2026-03-12,S1019,C012655,SV02,Completed,No,Online,10
A0000901,2025-04-03,S1057,C016255,SV01,Completed,No,Online,19
A0000902,2025-09-15,S1003,C013952,SV03,Completed,Yes,Online,17
A0000903,2025-06-06,S1027,C013395,SV02,Completed,Yes,Phone,8
A0000904,2026-12-11,S1122,C005545,SV02,Completed,Yes,Phone,2
A0000905,2026-12-07,S1117,C009898,SV01,Rescheduled,No,Online,2
A0000906,2026-01-08,S1025,C013858,SV01,Completed,Yes,Online,2
A0000907,2025-05-24,S1053,C015487,SV05,Cancelled,No,In Store,5
A0000908,2026-04-03,S1110,C017495,SV02,Completed,Yes,In Store,2
A0000909,2026-11-17,S1009,C016051,SV05,Completed,Yes,Online,6
A0000910,2026-01-03,S1062,C005702,SV07,Completed,Yes,Online,16
A0000911,2025-06-17,S1104,C014907,SV01,Completed,Yes,Phone,9
A0000912,2025-04-04,S1021,C008377,SV07,Completed,No,Online,13
A0000913,2026-03-16,S1118,C009386,SV04,Cancelled,No,Online,9
A0000914,2026-02-03,S1064,C008183,SV04,Completed,Yes,Online,21
A0000915,2025-09-07,S1003,C011179,SV07,Completed,Yes,In Store,15
A0000916,2025-07-24,S1024,C013181,SV01,Completed,Yes,Online,7
A0000917,2026-07-11,S1110,C001354,SV03,Completed,No,Online,20
A0000918,2025-01-18,S1010,C013056,SV01,Completed,No,Phone,8
A0000919,2026-06-08,S1090,C007040,SV04,Cancelled,No,Online,11
A0000920,2025-04-29,S1038,C013504,SV02,Completed,No,Online,10
A0000921,2026-12-17,S1021,C018898,SV03,Completed,No,In Store,12
A0000922,2026-11-08,S1060,C002277,SV04,Completed,Yes,Online,10
A0000923,2025-03-05,S1092,C005256,SV04,Cancelled,No,Phone,10
A0000924,2026-08-08,S1082,C018335,SV01,Completed,No,In Store,21
A0000925,2026-03-08,S1039,C012901,SV03,Completed,No,Phone,17
A0000926,2025-01-17,S1042,C003151,SV06,Completed,Yes,Phone,20
A0000927,2025-08-29,S1061,C017207,SV06,Completed,Yes,In Store,1
A0000928,2026-03-21,S1036,C005878,SV02,Completed,No,In Store,8
A0000929,2025-04-14,S1077,C013084,SV02,Cancelled,No,In Store,16
A0000930,2026-03-06,S1055,C012307,SV01,Completed,No,Online,9
A0000931,2025-08-22,S1012,C012975,SV07,Cancelled,No,Online,18
A0000932,2025-12-10,S1055,C012161,SV02,Cancelled,No,Phone,6
A0000933,2025-04-19,S1018,C012981,SV05,Completed,No,In Store,14
A0000934,2025-04-16,S1101,C003470,SV01,Completed,No,In Store,3
A0000935,2026-11-17,S1054,C012524,SV01,Completed,No,Online,11
A0000936,2026-11-15,S1013,C006523,SV02,Cancelled,No,In Store,19
A0000937,2026-08-15,S1029,C011350,SV06,Completed,No,Online,9
A0000938,2026-01-15,S1011,C015873,SV03,No-show,No,In Store,18
A0000939,2026-11-08,S1020,C002753,SV03,Completed,No,In Store,2
A0000940,2026-06-19,S1064,C010777,SV02,Completed,Yes,Phone,10
A0000941,2026-02-01,S1012,C013444,SV01,Completed,Yes,Online,8
A0000942,2026-09-13,S1072,C018458,SV01,Cancelled,No,In Store,8
A0000943,2026-09-24,S1112,C000395,SV04,Completed,No,Online,20
A0000944,2026-12-04,S1036,C009423,SV02,Completed,Yes,Online,21
A0000945,2026-12-28,S1005,C005031,SV01,Completed,Yes,In Store,11
A0000946,2025-03-21,S1027,C007219,SV02,Completed,No,In Store,2
A0000947,2026-12-17,S1098,C004431,SV05,Completed,Yes,Online,17
A0000948,2025-10-08,S1105,C013972,SV01,Completed,Yes,Online,8
A0000949,2026-04-25,S1059,C003593,SV02,Cancelled,No,Online,17
A0000950,2026-01-19,S1026,C011488,SV01,Completed,No,Phone,1
A0000951,2025-08-16,S1048,C008675,SV02,Completed,No,Online,18
A0000952,2026-02-27,S1080,C011312,SV08,Completed,Yes,Online,2
A0000953,2026-03-02,S1041,C019414,SV02,Rescheduled,No,Online,15
A0000954,2026-10-27,S1087,C006466,SV01,No-show,No,Online,19
A0000955,2026-12-20,S1090,C018553,SV05,Cancelled,No,Phone,7
A0000956,2025-12-18,S1072,C008561,SV07,Completed,Yes,In Store,21
A0000957,2025-02-09,S1065,C000842,SV04,Completed,Yes,Online,7
A0000958,2026-07-14,S1049,C000047,SV06,Completed,Yes,In Store,18
A0000959,2026-10-06,S1059,C011967,SV02,Completed,Yes,Online,18
A0000960,2025-11-25,S1101,C004937,SV07,Completed,No,Online,0
A0000961,2025-08-17,S1019,C013756,SV05,Completed,Yes,Online,3
A0000962,2025-10-08,S1054,C000929,SV04,Completed,Yes,In Store,5
A0000963,2025-10-31,S1043,C016493,SV01,No-show,No,In Store,15
A0000964,2025-07-09,S1011,C018017,SV04,Completed,Yes,Online,20
A0000965,2025-09-11,S1007,C010483,SV01,Completed,No,Phone,17
A0000966,2025-08-10,S1001,C008318,SV08,Rescheduled,No,Online,18
A0000967,2025-04-02,S1083,C018926,SV02,Cancelled,No,In Store,6
A0000968,2026-04-10,S1113,C019682,SV02,Cancelled,No,Online,1
A0000969,2025-10-09,S1012,C004760,SV07,Completed,No,Phone,18
A0000970,2025-02-10,S1101,C009403,SV07,Completed,Yes,In Store,14
A0000971,2026-03-31,S1033,C008662,SV04,Completed,Yes,Online,5
A0000972,2025-08-16,S1108,C001822,SV07,Completed,Yes,Online,17
A0000973,2025-04-12,S1005,C013440,SV01,Completed,Yes,In Store,10
A0000974,2026-05-08,S1032,C014261,SV01,Completed,No,In Store,9
A0000975,2026-05-23,S1053,C014598,SV05,Cancelled,No,Phone,18
A0000976,2025-03-07,S1033,C012317,SV02,Rescheduled,No,Online,19
A0000977,2026-07-07,S1119,C016942,SV02,Completed,Yes,In Store,17
A0000978,2026-01-30,S1073,C012344,SV06,Completed,Yes,In Store,1
A0000979,2025-04-23,S1045,C015827,SV02,No-show,No,In Store,9
A0000980,2025-12-02,S1110,C019175,SV02,Completed,No,Phone,19
A0000981,2026-12-26,S1119,C007713,SV02,Completed,No,In Store,10
A0000982,2025-02-17,S1109,C016943,SV06,Rescheduled,No,Online,0
A0000983,2025-12-24,S1091,C015025,SV07,Cancelled,No,Online,12
A0000984,2025-02-25,S1040,C013724,SV07,Rescheduled,No,Phone,1
A0000985,2025-05-28,S1092,C011499,SV04,Cancelled,No,Online,15
A0000986,2026-03-15,S1106,C007427,SV03,Cancelled,No,Online,5
A0000987,2026-03-05,S1054,C013789,SV02,Completed,Yes,In Store,5
A0000988,2026-01-21,S1048,C016991,SV02,No-show,No,Phone,6
A0000989,2026-03-02,S1100,C015916,SV02,Rescheduled,No,In Store,1
A0000990,2026-06-11,S1022,C010247,SV04,Completed,No,Phone,1
A0000991,2025-12-09,S1116,C003711,SV08,Completed,Yes,Online,10
A0000992,2026-04-01,S1019,C018227,SV07,Completed,Yes,Online,19
A0000993,2026-10-14,S1089,C018934,SV04,Completed,No,Phone,7
A0000994,2025-12-26,S1072,C000182,SV07,Completed,No,Online,9
A0000995,2025-03-28,S1015,C008409,SV07,Completed,Yes,Online,10
A0000996,2025-11-12,S1010,C017572,SV07,Completed,No,Online,20
A0000997,2026-05-24,S1033,C013476,SV01,Completed,Yes,Online,5
A0000998,2025-08-21,S1069,C003436,SV02,Completed,No,Online,14
A0000999,2025-09-09,S1070,C011085,SV04,Completed,No,In Store,0
A0001000,2025-01-30,S1003,C010520,SV05,Rescheduled,No,In Store,19
A0001001,2026-11-12,S1068,C004529,SV02,Completed,Yes,In Store,18
A0001002,2025-02-27,S1028,C013802,SV01,Cancelled,No,Phone,4
A0001003,2026-09-23,S1048,C002718,SV04,Cancelled,No,In Store,7
A0001004,2026-02-26,S1109,C014519,SV01,Completed,No,Online,4
A0001005,2026-06-26,S1088,C016043,SV02,No-show,No,Online,0
A0001006,2026-02-28,S1111,C013529,SV03,Cancelled,No,In Store,10
A0001007,2025-03-07,S1083,C008754,SV08,Completed,Yes,Online,9
A0001008,2025-02-02,S1085,C008536,SV02,Completed,Yes,Phone,13
A0001009,2025-07-18,S1108,C013518,SV02,Cancelled,No,Online,9
A0001010,2025-11-14,S1012,C008922,SV04,Rescheduled,No,Online,8
A0001011,2026-12-03,S1054,C006086,SV02,Completed,No,Phone,19
A0001012,2026-11-25,S1112,C017074,SV03,Completed,No,Phone,21
A0001013,2025-04-24,S1073,C009564,SV01,Completed,No,Online,15
A0001014,2025-05-18,S1032,C011955,SV07,Completed,No,In Store,17
A0001015,2026-11-25,S1082,C006578,SV01,Completed,Yes,In Store,16
A0001016,2026-07-15,S1010,C009276,SV03,Completed,No,In Store,3
A0001017,2025-09-29,S1098,C006228,SV01,Rescheduled,No,Phone,12
A0001018,2026-01-06,S1043,C002633,SV05,Completed,Yes,Phone,11
A0001019,2025-01-25,S1050,C001296,SV07,Completed,No,Online,0
A0001020,2026-07-22,S1020,C007636,SV02,Completed,Yes,Online,16
A0001021,2026-08-22,S1030,C014866,SV03,Completed,No,Online,18
A0001022,2025-07-18,S1087,C009577,SV01,Completed,Yes,In Store,5
A0001023,2025-02-23,S1009,C015813,SV07,Cancelled,No,Online,4
A0001024,2026-12-20,S1040,C019221,SV07,No-show,No,Online,15
A0001025,2025-12-18,S1115,C002906,SV02,Completed,No,Online,17
A0001026,2025-09-20,S1073,C008017,SV07,Completed,Yes,Online,2
A0001027,2025-01-19,S1119,C010081,SV06,Completed,No,Phone,4
A0001028,2026-04-03,S1118,C000630,SV03,Completed,No,Online,13
A0001029,2026-12-10,S1016,C006901,SV02,Rescheduled,No,Online,18
A0001030,2026-05-15,S1054,C003007,SV01,Completed,Yes,In Store,12
A0001031,2026-12-05,S1117,C015918,SV06,Completed,No,In Store,4
A0001032,2026-04-28,S1039,C004185,SV03,Completed,Yes,Phone,11
A0001033,2026-05-28,S1001,C012880,SV01,Completed,Yes,Online,17
A0001034,2026-01-22,S1073,C002770,SV05,Completed,No,In Store,14
A0001035,2026-08-16,S1051,C019110,SV02,Completed,Yes,Phone,12
A0001036,2026-05-09,S1075,C006305,SV07,Completed,No,In Store,18
A0001037,2026-03-10,S1052,C018831,SV02,Cancelled,No,Online,16
A0001038,2026-05-11,S1069,C007163,SV01,Completed,Yes,Online,16
A0001039,2026-10-29,S1013,C000049,SV05,Completed,No,Online,10
A0001040,2026-06-23,S1013,C011942,SV01,Completed,Yes,In Store,12
A0001041,2025-11-01,S1012,C010087,SV02,Completed,Yes,Online,7
A0001042,2026-06-15,S1003,C003501,SV04,Completed,No,In Store,15
A0001043,2026-10-17,S1082,C016060,SV07,Completed,Yes,Phone,15
A0001044,2026-05-07,S1106,C001265,SV01,Completed,No,Online,3
A0001045,2026-01-21,S1047,C008902,SV01,Completed,Yes,In Store,16
A0001046,2026-10-27,S1024,C019632,SV06,Completed,Yes,In Store,11
A0001047,2025-10-05,S1092,C000422,SV06,Rescheduled,No,Phone,20
A0001048,2026-10-18,S1005,C015783,SV02,Completed,No,Online,16
A0001049,2026-01-30,S1006,C008160,SV01,Rescheduled,No,In Store,1
A0001050,2025-02-01,S1071,C005511,SV01,Completed,No,Phone,19
A0001051,2025-02-11,S1002,C018991,SV08,Completed,Yes,Phone,9
A0001052,2026-12-18,S1019,C012648,SV01,Completed,No,In Store,12
A0001053,2025-07-16,S1035,C002627,SV05,Cancelled,No,Online,3
A0001054,2026-08-03,S1117,C019787,SV01,Completed,No,In Store,6
A0001055,2026-04-19,S1061,C012098,SV01,Rescheduled,No,Online,8
A0001056,2026-03-10,S1084,C002211,SV04,Completed,No,Online,2
A0001057,2026-01-10,S1041,C008088,SV07,Completed,No,Online,21
A0001058,2026-03-21,S1122,C018495,SV01,Rescheduled,No,Online,7
A0001059,2026-07-25,S1110,C002102,SV01,Completed,No,Phone,7
A0001060,2025-10-11,S1100,C013367,SV03,Completed,No,In Store,20
A0001061,2026-04-17,S1034,C012223,SV05,Completed,No,Online,20
A0001062,2025-11-11,S1039,C006009,SV04,Cancelled,No,Phone,2
A0001063,2026-05-10,S1018,C003545,SV01,Cancelled,No,In Store,18
A0001064,2025-10-04,S1084,C017749,SV04,Completed,Yes,In Store,16
A0001065,2025-05-26,S1094,C006986,SV01,Completed,No,Phone,12
A0001066,2026-11-24,S1053,C014989,SV02,Completed,No,Phone,1
A0001067,2026-12-03,S1002,C001297,SV06,Completed,Yes,In Store,3
A0001068,2026-03-13,S1029,C003080,SV01,Completed,No,In Store,0
A0001069,2026-04-17,S1067,C018926,SV01,Completed,Yes,Phone,21
A0001070,2025-04-26,S1067,C002845,SV03,Rescheduled,No,Online,18
A0001071,2026-06-24,S1049,C002798,SV02,Completed,No,In Store,0
A0001072,2026-07-17,S1115,C005915,SV01,Completed,No,Online,0
A0001073,2025-03-29,S1014,C002695,SV01,Completed,Yes,Phone,10
A0001074,2026-05-22,S1002,C012308,SV06,Cancelled,No,Online,16
A0001075,2025-04-29,S1041,C004584,SV01,Cancelled,No,Online,1
A0001076,2026-04-08,S1113,C009135,SV01,Completed,Yes,In Store,4
A0001077,2026-07-27,S1118,C007551,SV08,Completed,No,Online,15
A0001078,2025-07-12,S1031,C013922,SV04,Completed,Yes,Online,17
A0001079,2026-09-24,S1066,C019837,SV01,Completed,Yes,Phone,18
A0001080,2026-03-28,S1011,C015205,SV07,Completed,No,In Store,19
A0001081,2026-12-23,S1045,C011874,SV05,Cancelled,No,Online,2
A0001082,2026-08-19,S1122,C002625,SV07,Completed,Yes,Online,9
A0001083,2026-04-05,S1058,C004287,SV02,Completed,No,Online,13
A0001084,2025-05-03,S1014,C005891,SV01,No-show,No,Online,13
A0001085,2026-11-26,S1089,C002002,SV04,Completed,No,In Store,15
A0001086,2026-02-04,S1119,C007602,SV03,Completed,No,Online,14
A0001087,2025-11-01,S1039,C007784,SV01,Completed,Yes,In Store,4
A0001088,2025-06-02,S1074,C003510,SV04,Completed,Yes,Online,7
A0001089,2026-01-10,S1082,C011335,SV02,Completed,Yes,In Store,10
A0001090,2026-02-08,S1105,C019786,SV01,Completed,Yes,In Store,8
A0001091,2025-02-02,S1116,C009709,SV03,Completed,No,In Store,12
A0001092,2026-04-14,S1078,C011525,SV02,No-show,No,Phone,12
A0001093,2025-01-31,S1087,C003229,SV05,Completed,Yes,In Store,12
A0001094,2026-08-15,S1005,C005379,SV03,Completed,No,In Store,10
A0001095,2026-01-10,S1038,C011430,SV02,Completed,No,Online,19
A0001096,2025-12-30,S1093,C007353,SV04,Completed,No,In Store,11
A0001097,2025-10-22,S1114,C002404,SV07,Completed,No,Online,21
A0001098,2026-11-11,S1090,C005099,SV02,Completed,No,In Store,15
A0001099,2026-07-01,S1039,C015498,SV01,Rescheduled,No,Online,4
A0001100,2026-10-28,S1021,C019541,SV03,Completed,No,Online,18
A0001101,2026-08-26,S1073,C011980,SV05,Completed,No,In Store,13
A0001102,2026-08-20,S1011,C017616,SV01,Completed,No,Phone,11
A0001103,2026-09-01,S1094,C017539,SV02,Completed,Yes,Online,15
A0001104,2026-02-10,S1047,C006609,SV01,Rescheduled,No,Online,10
A0001105,2025-08-22,S1082,C010670,SV01,Rescheduled,No,In Store,9
A0001106,2025-05-19,S1003,C016001,SV02,Rescheduled,No,Online,15
A0001107,2025-07-19,S1034,C011944,SV05,Completed,Yes,In Store,15
A0001108,2026-04-21,S1001,C014298,SV01,Completed,Yes,Phone,2
A0001109,2025-11-04,S1038,C012372,SV02,Completed,No,Phone,16
A0001110,2026-05-31,S1102,C019081,SV04,Completed,Yes,Online,12
A0001111,2026-02-22,S1043,C006307,SV07,Completed,No,In Store,10
A0001112,2025-12-28,S1100,C004176,SV05,Completed,No,Online,6
A0001113,2025-06-21,S1063,C003254,SV01,Completed,Yes,Phone,9
A0001114,2026-12-07,S1057,C001901,SV05,Completed,Yes,Online,8
A0001115,2026-01-28,S1082,C014958,SV01,Completed,No,Phone,11
A0001116,2025-03-12,S1056,C012895,SV03,Completed,No,Online,2
A0001117,2025-10-13,S1070,C003139,SV04,Completed,No,Online,2
A0001118,2026-09-16,S1046,C014889,SV03,Cancelled,No,In Store,21
A0001119,2025-08-21,S1121,C005859,SV01,Completed,No,Online,14
A0001120,2026-10-22,S1019,C001642,SV06,Completed,Yes,In Store,9
A0001121,2025-07-06,S1104,C001559,SV05,Rescheduled,No,Phone,0
A0001122,2026-04-04,S1079,C013684,SV02,Completed,No,In Store,17
A0001123,2026-01-11,S1070,C004232,SV01,Completed,Yes,Online,2
A0001124,2026-10-11,S1041,C016888,SV02,Completed,No,In Store,7
A0001125,2025-07-24,S1031,C014798,SV01,Completed,No,Online,20
A0001126,2025-06-04,S1036,C012368,SV01,Cancelled,No,In Store,1
A0001127,2025-06-22,S1047,C014233,SV01,Completed,No,Phone,18
A0001128,2025-09-10,S1010,C012911,SV04,Completed,Yes,Phone,1
A0001129,2025-07-15,S1014,C009276,SV03,Completed,No,Online,9
A0001130,2025-05-13,S1067,C012910,SV01,Completed,No,Online,6
A0001131,2026-02-27,S1095,C009952,SV02,Cancelled,No,In Store,10
A0001132,2025-08-17,S1120,C013740,SV04,Completed,Yes,Phone,14
A0001133,2025-04-24,S1047,C019021,SV07,Cancelled,No,Online,17
A0001134,2025-05-01,S1113,C015474,SV07,No-show,No,Online,7
A0001135,2025-03-25,S1094,C007398,SV05,Completed,No,Online,14
A0001136,2025-04-30,S1024,C012439,SV01,Completed,Yes,Online,15
A0001137,2026-11-19,S1030,C006644,SV04,Completed,No,Online,16
A0001138,2025-01-23,S1057,C008107,SV04,Completed,No,Phone,5
A0001139,2026-11-28,S1022,C019699,SV02,Completed,Yes,Online,17
A0001140,2026-06-28,S1058,C006311,SV01,Completed,No,Phone,17
A0001141,2025-07-26,S1022,C000570,SV03,Completed,Yes,Phone,6
A0001142,2025-08-09,S1045,C008063,SV01,Completed,Yes,Phone,13
A0001143,2025-03-09,S1043,C018970,SV02,Completed,No,Online,15
A0001144,2026-03-23,S1030,C005472,SV02,Completed,No,Online,14
A0001145,2025-02-23,S1014,C007783,SV01,Rescheduled,No,Online,8
A0001146,2026-05-22,S1091,C014573,SV01,Cancelled,No,In Store,6
A0001147,2025-12-01,S1002,C002830,SV03,Cancelled,No,Online,12
A0001148,2026-05-05,S1046,C002878,SV02,Cancelled,No,Online,4
A0001149,2026-11-28,S1090,C014189,SV01,Completed,Yes,Online,14
A0001150,2026-11-11,S1096,C018776,SV03,Completed,No,Online,19
A0001151,2025-05-20,S1048,C004462,SV04,Completed,Yes,Online,18
A0001152,2026-06-10,S1010,C006800,SV01,Completed,Yes,Phone,11
A0001153,2026-02-09,S1093,C013483,SV04,Completed,No,In Store,3
A0001154,2026-03-26,S1110,C005144,SV02,Completed,Yes,Online,16
A0001155,2025-02-26,S1022,C016562,SV03,Completed,Yes,In Store,21
A0001156,2025-04-07,S1093,C019314,SV01,Completed,Yes,Online,19
A0001157,2025-05-02,S1069,C014052,SV01,Completed,No,Online,12
A0001158,2025-01-16,S1041,C003159,SV01,Completed,No,Online,13
A0001159,2025-03-13,S1118,C012255,SV02,Completed,No,Online,7
A0001160,2026-06-14,S1089,C016091,SV01,Completed,Yes,Online,7
A0001161,2025-08-24,S1028,C004224,SV04,Completed,No,Online,17
A0001162,2026-09-26,S1071,C004473,SV07,Completed,Yes,Online,5
A0001163,2026-07-26,S1029,C017695,SV02,Rescheduled,No,Online,16
A0001164,2026-03-14,S1034,C014824,SV03,Completed,No,In Store,19
A0001165,2025-09-26,S1089,C013442,SV04,Rescheduled,No,In Store,2
A0001166,2026-12-25,S1044,C010600,SV05,Cancelled,No,Phone,18
A0001167,2026-04-07,S1038,C001680,SV02,Completed,No,Online,11
A0001168,2026-10-11,S1070,C007959,SV01,Completed,No,Online,3
A0001169,2025-07-17,S1030,C007875,SV08,Completed,No,Online,20
A0001170,2026-11-17,S1062,C014061,SV01,Completed,Yes,Online,17
A0001171,2025-07-24,S1019,C010348,SV02,Cancelled,No,In Store,18
A0001172,2026-06-18,S1028,C007787,SV01,Completed,Yes,Phone,15
A0001173,2026-12-30,S1039,C005872,SV05,Completed,No,Online,10
A0001174,2026-12-05,S1104,C007655,SV04,Completed,No,Online,18
A0001175,2025-09-21,S1037,C016986,SV04,Completed,Yes,Phone,4
A0001176,2026-03-15,S1115,C010336,SV06,Completed,Yes,Online,6
A0001177,2026-06-13,S1034,C007906,SV01,Completed,Yes,Online,6
A0001178,2025-12-09,S1083,C014062,SV02,No-show,No,Phone,1
A0001179,2026-01-03,S1095,C004830,SV03,Completed,No,In Store,18
A0001180,2025-02-03,S1074,C019960,SV02,Completed,No,Online,19
A0001181,2025-03-03,S1055,C017289,SV01,Completed,Yes,In Store,19
A0001182,2026-11-04,S1088,C018086,SV02,Completed,No,Online,7
A0001183,2025-02-25,S1092,C007665,SV04,Rescheduled,No,Online,12
A0001184,2025-10-16,S1028,C018602,SV04,Completed,Yes,In Store,6
A0001185,2026-07-15,S1047,C014715,SV03,Cancelled,No,Online,15
A0001186,2025-03-12,S1034,C017981,SV05,Cancelled,No,Online,1
A0001187,2026-09-28,S1017,C017738,SV06,Completed,Yes,Online,19
A0001188,2026-06-05,S1003,C010796,SV01,Completed,No,Phone,17
A0001189,2025-11-13,S1038,C006440,SV05,Completed,No,Online,2
A0001190,2025-09-01,S1008,C010038,SV01,Completed,Yes,Online,20
A0001191,2025-03-09,S1058,C007553,SV04,Completed,No,Online,16
A0001192,2026-02-01,S1035,C013688,SV01,Completed,Yes,Online,1
A0001193,2026-07-15,S1015,C005944,SV06,Completed,Yes,Online,12
A0001194,2026-12-29,S1016,C018014,SV08,Completed,No,Phone,21
A0001195,2025-07-18,S1035,C018844,SV01,No-show,No,Online,5
A0001196,2026-04-24,S1048,C018017,SV05,Cancelled,No,In Store,17
A0001197,2025-01-21,S1050,C014635,SV03,Completed,Yes,Online,21
A0001198,2025-01-19,S1037,C009553,SV02,Completed,Yes,Phone,4
A0001199,2025-05-19,S1104,C019789,SV01,Completed,No,Online,18
A0001200,2025-02-10,S1104,C016722,SV03,Rescheduled,No,In Store,21
A0001201,2025-08-09,S1034,C015362,SV02,Completed,Yes,Phone,8
A0001202,2026-02-28,S1121,C017717,SV07,Completed,No,Online,2
A0001203,2025-04-30,S1032,C017124,SV01,Completed,Yes,In Store,4
A0001204,2025-02-07,S1032,C011101,SV04,Completed,Yes,Phone,5
A0001205,2025-10-05,S1030,C000918,SV01,Cancelled,No,Online,17
A0001206,2025-01-05,S1023,C019275,SV01,Rescheduled,No,Phone,19
A0001207,2026-04-02,S1040,C009563,SV02,No-show,No,Phone,17
A0001208,2025-08-23,S1031,C013310,SV03,Completed,Yes,Online,8
A0001209,2026-07-20,S1005,C018512,SV08,Completed,No,Online,9
A0001210,2025-02-11,S1010,C011633,SV04,Completed,Yes,In Store,9
A0001211,2025-09-09,S1009,C004068,SV02,Completed,No,In Store,4
A0001212,2026-09-18,S1066,C019977,SV02,Completed,Yes,Phone,2
A0001213,2025-09-19,S1081,C008951,SV02,No-show,No,Online,4
A0001214,2025-09-30,S1103,C006560,SV02,Completed,No,Phone,1
A0001215,2025-01-24,S1055,C014775,SV01,No-show,No,Online,19
A0001216,2025-12-17,S1039,C004406,SV01,Completed,Yes,In Store,6
A0001217,2026-05-31,S1100,C003512,SV01,Cancelled,No,In Store,6
A0001218,2026-07-08,S1093,C009824,SV04,Completed,Yes,In Store,7
A0001219,2025-04-26,S1096,C019792,SV02,Cancelled,No,In Store,7
A0001220,2025-08-30,S1113,C004874,SV01,Completed,Yes,Phone,17
A0001221,2025-02-22,S1093,C017088,SV02,Completed,No,Online,12
A0001222,2025-08-24,S1003,C016044,SV03,Completed,Yes,In Store,9
A0001223,2026-10-26,S1031,C006333,SV03,Completed,Yes,In Store,2
A0001224,2025-07-16,S1072,C015340,SV01,Completed,No,Online,20
A0001225,2025-12-30,S1047,C015794,SV06,No-show,No,Online,9
A0001226,2026-12-14,S1034,C013958,SV04,Completed,No,Phone,19
A0001227,2026-11-25,S1018,C010493,SV01,Completed,Yes,Phone,13
A0001228,2025-06-02,S1075,C008427,SV05,Completed,No,In Store,18
