Customer_ID,Age,Gender,Customer_Segment,NHS_Eligible
C005122,22,Male,Returning,Yes
C005123,62,Male,Returning,No
C005124,55,Female,Returning,Yes
C005125,28,Male,Loyal,No
C005126,20,Female,Loyal,No
C005127,64,Male,Returning,No
C005128,31,Male,New,No
C005129,48,Male,New,Yes
C005130,19,Female,Loyal,No
C005131,78,Male,Loyal,No
C005132,51,Male,New,No
C005133,76,Male,Loyal,Yes
C005134,26,Male,New,No
C005135,29,Male,Loyal,No
C005136,55,Female,Loyal,No
C005137,55,Female,Returning,No
C005138,67,Male,Loyal,No
C005139,76,Female,Returning,No
C005140,69,Male,New,No
C005141,25,Male,Loyal,No
C005142,36,Male,New,No
C005143,75,Male,New,No
C005144,51,Male,New,No
C005145,72,Male,Returning,No
C005146,52,Male,Returning,No
C005147,19,Female,Loyal,No
C005148,46,Female,Loyal,No
C005149,69,Female,Loyal,No
C005150,58,Male,Returning,No
C005151,24,Female,Loyal,No
C005152,29,Male,New,No
C005153,71,Female,Returning,Yes
C005154,79,Female,New,No
C005155,64,Other,New,No
C005156,22,Female,New,No
C005157,56,Male,New,No
C005158,69,Female,Loyal,No
C005159,57,Female,Returning,Yes
C005160,54,Female,Loyal,No
C005161,46,Male,Returning,No
C005162,31,Female,Returning,No
C005163,34,Male,New,No
C005164,64,Male,Loyal,No
C005165,20,Female,New,Yes
C005166,21,Female,Returning,No
C005167,41,Female,Loyal,No
C005168,66,Male,Loyal,No
C005169,58,Male,Loyal,No
C005170,54,Female,New,No
C005171,50,Male,Returning,No
C005172,23,Female,New,No
C005173,37,Male,New,Yes
C005174,21,Female,New,No
C005175,65,Female,Loyal,Yes
C005176,64,Female,Loyal,No
C005177,32,Male,Returning,Yes
C005178,35,Male,Loyal,Yes
C005179,36,Female,Returning,Yes
C005180,73,Female,New,No
C005181,47,Male,Returning,Yes
C005182,65,Female,New,No
C005183,45,Male,Returning,No
C005184,61,Female,Loyal,No
C005185,50,Female,New,No
C005186,34,Male,New,No
C005187,72,Female,New,No
C005188,62,Male,Returning,No
C005189,66,Female,New,No
C005190,77,Female,Returning,No
C005191,32,Female,New,No
C005192,21,Female,Loyal,No
C005193,53,Male,Loyal,No
C005194,37,Male,New,No
C005195,44,Male,Loyal,No
C005196,31,Female,New,Yes
C005197,41,Female,New,No
C005198,41,Female,Returning,Yes
C005199,38,Male,New,No
C005200,64,Female,Loyal,No
C005201,54,Female,Loyal,No
C005202,46,Male,Loyal,No
C005203,23,Female,New,No
C005204,53,Male,Returning,Yes
C005205,27,Female,Returning,Yes
C005206,36,Male,New,No
C005207,42,Male,Loyal,No
C005208,25,Female,Loyal,No
C005209,41,Male,Loyal,No
C005210,33,Male,Loyal,Yes
C005211,71,Female,New,No
C005212,71,Male,Loyal,No
C005213,16,Male,Loyal,Yes
C005214,55,Male,Returning,No
C005215,57,Male,New,Yes
C005216,40,Female,Returning,No
C005217,46,Female,New,Yes
C005218,67,Female,New,No
C005219,40,Female,Loyal,No
C005220,20,Female,Loyal,No
C005221,40,Female,Loyal,No
C005222,32,Female,New,Yes
C005223,40,Male,Returning,Yes
C005224,30,Female,Returning,No
C005225,25,Female,Returning,Yes
C005226,80,Male,Returning,No
C005227,24,Male,Loyal,No
C005228,61,Female,Loyal,No
C005229,62,Male,Loyal,No
C005230,56,Male,New,No
C005231,75,Male,Returning,No
C005232,16,Female,Returning,Yes
C005233,35,Female,Returning,No
C005234,27,Male,Loyal,No
C005235,53,Female,New,No
C005236,57,Male,New,No
C005237,74,Male,Loyal,No
C005238,40,Male,Returning,No
C005239,31,Male,Returning,No
C005240,76,Male,Loyal,No
C005241,59,Male,Returning,Yes
C005242,65,Male,Returning,Yes
C005243,44,Female,New,No
C005244,45,Male,Returning,No
C005245,41,Male,Returning,No
C005246,64,Male,Returning,No
C005247,29,Female,Returning,Yes
C005248,79,Female,New,Yes
C005249,27,Male,New,Yes
C005250,45,Female,Returning,No
C005251,36,Male,Returning,No
C005252,57,Male,New,Yes
C005253,60,Female,Loyal,Yes
C005254,75,Female,New,Yes
C005255,67,Male,Returning,No
C005256,32,Female,Returning,No
C005257,29,Male,Returning,No
C005258,73,Male,New,No
C005259,47,Male,New,No
C005260,22,Female,New,No
C005261,69,Female,New,No
C005262,58,Male,New,No
C005263,17,Female,Returning,No
C005264,66,Female,Returning,No
C005265,55,Male,New,No
C005266,55,Female,Returning,No
C005267,72,Female,New,No
C005268,48,Male,Loyal,No
C005269,45,Female,Returning,No
C005270,56,Female,Returning,No
C005271,28,Female,New,Yes
C005272,25,Male,Returning,No
C005273,70,Male,Returning,Yes
C005274,30,Male,Loyal,No
C005275,48,Male,New,Yes
C005276,33,Female,Returning,No
C005277,30,Male,Loyal,No
C005278,54,Female,Returning,No
C005279,68,Male,Returning,No
C005280,44,Male,Loyal,No
C005281,25,Female,New,No
C005282,31,Male,New,No
C005283,26,Male,Loyal,Yes
C005284,73,Female,New,No
C005285,36,Male,Loyal,Yes
C005286,40,Male,New,No
C005287,20,Female,New,Yes
C005288,44,Female,New,No
C005289,75,Male,Loyal,No
C005290,42,Female,New,Yes
C005291,58,Female,New,Yes
C005292,27,Male,New,No
C005293,25,Male,New,Yes
C005294,63,Female,New,No
C005295,20,Female,Loyal,No
C005296,45,Male,Returning,No
C005297,36,Female,New,Yes
C005298,17,Male,New,No
C005299,50,Male,New,No
C005300,78,Female,New,No
C005301,20,Male,New,No
C005302,69,Male,Loyal,No
C005303,51,Male,New,No
C005304,63,Female,Returning,No
C005305,22,Female,Returning,No
C005306,72,Male,New,Yes
C005307,16,Male,Loyal,No
C005308,74,Other,Returning,No
C005309,58,Female,New,No
C005310,37,Male,Loyal,Yes
C005311,16,Female,New,No
C005312,55,Male,New,No
C005313,21,Male,Returning,Yes
C005314,55,Male,Returning,No
C005315,66,Female,New,Yes
C005316,33,Male,New,No
C005317,31,Female,Loyal,Yes
C005318,30,Female,Returning,No
C005319,30,Male,Returning,No
C005320,23,Male,Returning,No
C005321,32,Male,Returning,No
C005322,58,Male,Returning,No
C005323,35,Female,New,No
C005324,66,Female,New,No
C005325,69,Male,Returning,No
C005326,65,Male,Returning,No
C005327,51,Female,Returning,No
C005328,36,Female,Returning,Yes
C005329,76,Female,Returning,Yes
C005330,29,Male,New,No
C005331,46,Female,Loyal,No
C005332,45,Male,Loyal,Yes
C005333,64,Female,Loyal,No
C005334,51,Female,Loyal,No
C005335,67,Female,Loyal,Yes
C005336,75,Female,New,No
C005337,41,Male,Returning,No
C005338,72,Female,Returning,No
C005339,27,Female,Returning,No
C005340,75,Other,Loyal,No
C005341,27,Female,New,No
C005342,71,Female,New,No
C005343,41,Female,New,No
C005344,78,Female,New,Yes
C005345,24,Female,Returning,No
C005346,46,Male,New,No
C005347,74,Female,New,No
C005348,19,Male,Returning,No
C005349,33,Male,Returning,No
C005350,21,Female,Returning,No
C005351,36,Male,New,Yes
C005352,41,Female,Loyal,Yes
C005353,56,Female,New,No
C005354,32,Male,Returning,Yes
C005355,26,Female,Loyal,Yes
C005356,27,Male,Loyal,Yes
C005357,76,Male,Returning,No
C005358,77,Female,New,No
C005359,30,Female,Loyal,No
C005360,28,Male,Returning,No
C005361,19,Female,Loyal,No
C005362,78,Female,Returning,No
C005363,61,Female,Loyal,No
C005364,65,Female,Loyal,Yes
C005365,34,Other,Returning,No
C005366,57,Female,Loyal,No
C005367,19,Female,Returning,No
C005368,59,Male,New,Yes
C005369,53,Male,Returning,No
C005370,37,Male,Returning,Yes
C005371,62,Male,Returning,No
C005372,58,Female,New,No
C005373,44,Female,Returning,No
C005374,28,Male,New,No
C005375,17,Female,Loyal,Yes
C005376,76,Male,Loyal,No
C005377,34,Female,New,Yes
C005378,35,Male,Loyal,No
C005379,60,Male,New,Yes
C005380,32,Male,Returning,Yes
C005381,40,Female,Loyal,Yes
C005382,62,Male,New,Yes
C005383,54,Male,New,Yes
C005384,58,Male,Loyal,Yes
C005385,16,Male,New,No
C005386,45,Female,New,Yes
C005387,46,Female,Returning,No
C005388,57,Female,New,No
C005389,25,Male,New,No
C005390,26,Male,Loyal,No
C005391,65,Female,Returning,Yes
C005392,59,Male,Returning,Yes
C005393,68,Female,Returning,Yes
C005394,33,Male,New,No
C005395,80,Female,Returning,No
C005396,33,Female,Loyal,No
C005397,58,Female,Loyal,No
C005398,26,Male,Returning,No
C005399,75,Male,Returning,Yes
C005400,37,Female,Loyal,No
C005401,68,Female,Returning,Yes
C005402,37,Male,New,No
C005403,67,Female,Returning,No
C005404,45,Male,New,No
C005405,20,Female,Loyal,No
C005406,28,Male,Returning,No
C005407,60,Male,Returning,No
C005408,28,Female,New,No
C005409,33,Male,Loyal,No
C005410,51,Female,New,No
C005411,32,Male,Loyal,No
C005412,24,Male,Loyal,Yes
C005413,56,Female,Loyal,No
C005414,60,Male,New,Yes
C005415,63,Female,Loyal,No
C005416,77,Male,New,Yes
C005417,24,Male,Loyal,No
C005418,43,Male,New,No
C005419,31,Male,Returning,Yes
C005420,74,Male,Returning,No
C005421,51,Female,Loyal,No
C005422,22,Female,New,Yes
C005423,60,Male,New,No
C005424,18,Female,Loyal,No
C005425,33,Female,New,Yes
C005426,62,Female,New,No
C005427,48,Other,New,No
C005428,65,Male,Loyal,No
C005429,53,Female,Returning,No
C005430,70,Female,Returning,No
C005431,52,Male,Loyal,Yes
C005432,19,Female,Loyal,No
C005433,20,Male,Returning,Yes
C005434,66,Male,New,No
C005435,18,Male,Returning,No
C005436,40,Female,Returning,No
C005437,17,Male,New,Yes
C005438,35,Male,Loyal,No
C005439,54,Female,New,No
C005440,27,Male,Returning,No
C005441,46,Female,Returning,No
C005442,80,Male,Loyal,Yes
C005443,20,Male,New,Yes
C005444,20,Female,New,No
C005445,33,Female,Returning,No
C005446,69,Female,Loyal,No
C005447,42,Female,Returning,No
C005448,57,Male,Returning,No
C005449,18,Female,Loyal,No
C005450,63,Male,Returning,No
C005451,20,Female,New,No
C005452,62,Male,New,No
C005453,25,Male,Returning,No
C005454,71,Male,Returning,Yes
C005455,35,Male,New,No
C005456,27,Other,Returning,No
C005457,37,Male,Loyal,No
C005458,16,Male,Returning,No
C005459,26,Female,Returning,No
C005460,54,Female,New,No
C005461,35,Female,New,No
C005462,39,Male,Loyal,No
C005463,68,Male,Returning,No
C005464,24,Male,New,No
C005465,41,Male,Returning,No
C005466,28,Female,New,No
C005467,47,Male,New,No
C005468,37,Female,New,Yes
C005469,19,Female,Loyal,No
C005470,20,Male,Returning,No
C005471,71,Female,Returning,Yes
C005472,19,Male,Returning,No
C005473,66,Male,Loyal,No
C005474,75,Male,New,No
C005475,46,Female,New,No
C005476,36,Female,Loyal,No
C005477,66,Female,Loyal,No
C005478,79,Female,New,No
C005479,23,Female,New,No
C005480,78,Female,Returning,No
C005481,77,Male,New,No
C005482,25,Male,Returning,No
C005483,19,Male,Returning,Yes
C005484,62,Female,Returning,No
C005485,21,Male,Returning,No
C005486,55,Female,Loyal,No
C005487,20,Female,Loyal,Yes
C005488,60,Female,Returning,No
C005489,31,Male,Returning,Yes
C005490,22,Male,Loyal,Yes
C005491,20,Female,Returning,No
C005492,28,Male,New,Yes
C005493,51,Male,New,No
C005494,20,Female,New,No
C005495,68,Male,New,No
C005496,55,Female,Loyal,No
C005497,35,Female,New,No
C005498,80,Male,Returning,No
C005499,58,Female,Loyal,No
C005500,59,Male,New,No
C005501,27,Female,Returning,No
C005502,62,Male,Loyal,No
C005503,52,Male,New,Yes
C005504,79,Male,New,No
C005505,47,Male,New,Yes
C005506,60,Male,Returning,No
C005507,38,Female,Returning,Yes
C005508,18,Female,Loyal,No
C005509,24,Male,Returning,Yes
C005510,72,Female,Returning,Yes
C005511,63,Female,Loyal,Yes
C005512,39,Male,New,No
C005513,61,Female,Loyal,Yes
C005514,16,Female,Returning,No
C005515,18,Male,Returning,Yes
C005516,48,Male,Returning,Yes
C005517,56,Male,New,No
C005518,76,Female,Loyal,No
C005519,65,Female,Returning,No
C005520,32,Male,Loyal,No
C005521,68,Female,Loyal,No
C005522,47,Male,Returning,No
C005523,69,Female,Loyal,Yes
C005524,27,Female,New,Yes
C005525,17,Female,New,No
C005526,19,Female,New,No
C005527,80,Female,New,No
C005528,21,Male,Returning,No
C005529,77,Male,New,No
C005530,63,Female,Returning,No
C005531,25,Male,Loyal,Yes
C005532,72,Female,Loyal,Yes
C005533,25,Female,Returning,No
C005534,25,Male,Loyal,No
C005535,53,Male,Loyal,No
C005536,34,Male,Loyal,No
C005537,34,Female,New,No
C005538,28,Female,Returning,No
C005539,55,Male,New,No
C005540,17,Male,New,No
C005541,31,Male,New,No
C005542,51,Male,Returning,No
C005543,47,Female,New,Yes
C005544,61,Male,Returning,Yes
C005545,30,Male,Returning,No
C005546,58,Female,New,No
C005547,65,Female,New,No
C005548,41,Male,Loyal,No
C005549,32,Female,Loyal,No
C005550,52,Male,Loyal,Yes
C005551,53,Male,Returning,No
C005552,22,Female,New,Yes
C005553,52,Male,New,Yes
C005554,26,Male,Returning,Yes
C005555,52,Female,Loyal,Yes
C005556,76,Male,New,Yes
C005557,50,Female,New,No
C005558,65,Male,Loyal,Yes
C005559,36,Female,Returning,No
C005560,75,Female,Returning,No
C005561,68,Male,Loyal,No
C005562,75,Female,Returning,No
C005563,64,Female,Loyal,Yes
C005564,58,Female,New,No
C005565,50,Male,Returning,Yes
C005566,76,Male,New,No
C005567,71,Female,New,No
C005568,43,Female,New,Yes
C005569,21,Female,New,No
C005570,16,Male,New,Yes
C005571,31,Female,Returning,No
C005572,20,Male,New,No
C005573,29,Female,New,No
C005574,23,Male,Returning,No
C005575,79,Male,New,No
C005576,22,Female,New,No
C005577,56,Male,Loyal,No
C005578,38,Female,Returning,No
C005579,27,Male,Loyal,Yes
C005580,61,Female,New,No
C005581,79,Female,Returning,No
C005582,67,Female,New,No
C005583,79,Female,Returning,Yes
C005584,54,Male,Loyal,Yes
C005585,59,Male,Loyal,No
C005586,25,Female,Returning,No
C005587,71,Male,New,No
C005588,64,Male,Returning,Yes
C005589,32,Female,Returning,No
C005590,39,Female,Returning,No
C005591,55,Male,Returning,Yes
C005592,16,Female,Returning,No
C005593,69,Male,New,Yes
C005594,34,Female,Returning,No
C005595,20,Female,New,No
C005596,37,Male,Returning,Yes
C005597,70,Male,Returning,No
C005598,33,Other,Returning,Yes
C005599,51,Female,New,No
C005600,68,Male,Returning,Yes
C005601,18,Male,Returning,Yes
C005602,65,Male,New,Yes
C005603,34,Male,New,No
C005604,61,Other,New,No
C005605,28,Male,New,No
C005606,25,Other,Returning,No
C005607,67,Male,Returning,Yes
C005608,68,Female,New,Yes
C005609,79,Male,New,Yes
C005610,60,Male,Returning,No
C005611,46,Female,New,No
C005612,28,Female,Loyal,No
C005613,35,Female,Returning,No
C005614,58,Male,Returning,No
C005615,38,Female,New,Yes
C005616,47,Female,Loyal,No
C005617,26,Female,Returning,Yes
C005618,44,Female,Returning,No
C005619,31,Male,Returning,No
C005620,23,Female,New,Yes
C005621,24,Female,Loyal,No
C005622,49,Female,New,Yes
C005623,39,Male,Loyal,No
C005624,22,Male,Loyal,No
C005625,49,Female,Returning,No
C005626,26,Female,Loyal,No
C005627,17,Male,New,No
C005628,24,Male,Returning,No
C005629,45,Male,New,No
C005630,78,Female,New,No
C005631,31,Male,Returning,Yes
C005632,34,Male,Returning,Yes
C005633,31,Female,Returning,No
C005634,39,Male,New,Yes
C005635,62,Male,Returning,No
C005636,36,Male,New,No
C005637,58,Male,Returning,No
C005638,74,Female,New,Yes
C005639,77,Female,Returning,No
C005640,52,Female,Loyal,No
C005641,62,Male,Loyal,Yes
C005642,75,Female,Returning,No
C005643,67,Female,New,Yes
C005644,35,Male,Returning,Yes
C005645,24,Female,Returning,Yes
C005646,23,Male,New,No
C005647,73,Female,Loyal,No
C005648,52,Female,New,No
C005649,35,Female,Returning,No
C005650,38,Female,Returning,No
C005651,34,Female,Loyal,No
C005652,68,Female,Loyal,Yes
C005653,55,Male,New,Yes
C005654,73,Female,Returning,No
C005655,35,Female,Loyal,Yes
C005656,46,Female,Returning,No
C005657,23,Female,New,Yes
C005658,79,Female,Returning,No
C005659,49,Female,Loyal,No
C005660,51,Male,New,No
C005661,42,Male,Returning,No
C005662,33,Male,Returning,No
C005663,77,Male,Returning,No
C005664,47,Male,New,No
C005665,59,Female,New,Yes
C005666,18,Female,Returning,No
C005667,33,Male,New,No
C005668,68,Female,New,No
C005669,21,Female,Returning,Yes
C005670,22,Male,New,Yes
C005671,68,Female,Returning,No
C005672,36,Female,Loyal,No
C005673,33,Male,Returning,No
C005674,52,Female,New,No
C005675,28,Female,New,No
C005676,18,Female,Returning,No
C005677,16,Female,Returning,No
C005678,21,Male,Loyal,No
C005679,26,Male,Returning,No
C005680,61,Female,Returning,Yes
C005681,35,Female,Returning,No
C005682,20,Female,Returning,No
C005683,16,Male,New,No
C005684,47,Female,Returning,No
C005685,70,Female,New,Yes
C005686,38,Male,Returning,Yes
C005687,20,Male,Returning,Yes
C005688,30,Male,Loyal,No
C005689,48,Male,New,Yes
C005690,28,Male,Loyal,No
C005691,79,Male,Returning,No
C005692,65,Male,Returning,No
C005693,38,Female,Returning,No
C005694,77,Female,Loyal,No
C005695,37,Female,Returning,Yes
C005696,25,Other,New,No
C005697,76,Male,Returning,No
C005698,78,Male,Loyal,No
C005699,36,Female,Returning,No
C005700,54,Male,Loyal,No
C005701,27,Female,Loyal,No
C005702,57,Female,New,No
C005703,60,Male,Loyal,No
C005704,62,Male,New,No
C005705,52,Male,New,No
C005706,61,Female,Returning,Yes
C005707,52,Female,Loyal,No
C005708,69,Female,Returning,No
C005709,27,Female,New,No
C005710,47,Male,Returning,No
C005711,43,Female,Returning,Yes
C005712,50,Female,Returning,No
C005713,25,Female,New,Yes
C005714,37,Male,New,Yes
C005715,78,Male,Returning,Yes
C005716,22,Female,New,No
C005717,57,Female,Loyal,No
C005718,59,Male,New,No
C005719,46,Male,Returning,Yes
C005720,18,Female,Loyal,No
C005721,18,Female,Returning,Yes
C005722,33,Other,Loyal,Yes
C005723,22,Male,New,No
C005724,22,Female,Returning,Yes
C005725,26,Female,Returning,Yes
C005726,28,Female,Loyal,Yes
C005727,70,Female,Returning,No
C005728,57,Female,New,No
C005729,17,Female,New,No
C005730,56,Female,Loyal,Yes
C005731,24,Female,Returning,No
C005732,43,Female,New,No
C005733,18,Female,Returning,Yes
C005734,21,Male,New,No
C005735,24,Female,New,No
C005736,44,Male,Loyal,No
C005737,46,Male,Returning,No
C005738,38,Male,New,No
C005739,56,Female,Loyal,No
C005740,62,Female,Loyal,No
C005741,63,Male,Loyal,No
C005742,53,Female,Returning,Yes
C005743,51,Female,Loyal,No
C005744,47,Female,New,Yes
C005745,31,Male,Loyal,Yes
C005746,47,Male,New,No
C005747,16,Female,New,No
C005748,78,Male,New,No
C005749,40,Male,New,Yes
C005750,65,Female,Loyal,Yes
C005751,78,Female,Loyal,Yes
C005752,48,Female,New,No
C005753,72,Male,Loyal,Yes
C005754,47,Male,Loyal,Yes
C005755,24,Male,New,No
C005756,17,Male,Returning,No
C005757,24,Female,New,No
C005758,77,Male,New,No
C005759,46,Male,Returning,No
C005760,36,Male,Loyal,No
C005761,44,Female,New,Yes
C005762,32,Female,New,Yes
C005763,72,Female,Returning,No
C005764,80,Female,Returning,No
C005765,21,Male,Loyal,No
C005766,62,Male,Returning,No
C005767,37,Male,Loyal,No
C005768,19,Female,Returning,No
C005769,75,Female,New,No
C005770,20,Female,Returning,Yes
C005771,29,Male,New,No
C005772,17,Male,Returning,No
C005773,46,Female,New,Yes
C005774,54,Male,New,Yes
C005775,36,Male,Loyal,No
C005776,20,Female,Loyal,No
C005777,23,Female,Returning,No
C005778,76,Female,Loyal,No
C005779,68,Female,Loyal,Yes
C005780,76,Male,New,No
C005781,50,Female,Returning,No
C005782,51,Male,New,No
C005783,67,Male,Loyal,No
C005784,56,Male,New,Yes
C005785,44,Male,Loyal,No
C005786,34,Female,New,No
C005787,47,Male,Returning,No
C005788,20,Female,Loyal,No
C005789,28,Male,New,No
C005790,63,Female,Loyal,Yes
C005791,72,Female,New,No
C005792,22,Female,Returning,No
C005793,22,Male,Returning,No
C005794,21,Male,New,Yes
C005795,67,Male,Returning,No
C005796,36,Female,Returning,No
C005797,37,Male,Returning,Yes
C005798,16,Male,Returning,Yes
C005799,79,Female,Returning,No
C005800,44,Female,New,No
C005801,67,Female,New,No
C005802,61,Male,Loyal,No
C005803,25,Female,Returning,No
C005804,68,Female,New,Yes
C005805,51,Male,New,No
C005806,55,Male,Loyal,No
C005807,29,Female,Returning,No
C005808,71,Male,New,No
C005809,76,Female,Loyal,No
C005810,42,Male,Loyal,No
C005811,22,Female,Loyal,No
C005812,71,Female,Returning,No
C005813,73,Male,New,No
C005814,48,Female,New,No
C005815,53,Male,New,No
C005816,30,Female,Returning,No
C005817,20,Female,New,No
C005818,77,Male,Returning,Yes
C005819,47,Male,Returning,Yes
C005820,33,Male,Returning,No
C005821,61,Male,New,Yes
C005822,17,Female,Loyal,No
C005823,21,Female,Returning,Yes
C005824,31,Female,Returning,No
C005825,45,Male,Loyal,No
C005826,39,Female,New,No
C005827,28,Female,Loyal,Yes
C005828,38,Male,Loyal,No
C005829,37,Female,Loyal,No
C005830,50,Male,Returning,Yes
C005831,52,Female,New,Yes
C005832,73,Female,New,No
C005833,68,Female,Loyal,Yes
C005834,35,Female,New,Yes
C005835,74,Male,New,No
C005836,49,Female,Loyal,No
C005837,28,Male,Returning,No
C005838,38,Male,New,Yes
C005839,64,Female,Loyal,No
C005840,69,Male,New,No
C005841,40,Male,Returning,No
C005842,26,Female,New,No
C005843,28,Male,Returning,No
C005844,22,Female,New,No
C005845,61,Male,Loyal,No
C005846,48,Female,New,No
C005847,45,Male,New,No
C005848,59,Male,Loyal,No
C005849,69,Male,Loyal,No
C005850,67,Other,Returning,Yes
C005851,24,Female,Loyal,No
C005852,54,Male,New,No
C005853,73,Female,Returning,No
C005854,66,Female,Loyal,Yes
C005855,37,Female,Returning,Yes
C005856,41,Male,New,No
C005857,73,Male,Loyal,No
C005858,18,Female,New,No
C005859,50,Male,New,No
C005860,23,Male,Returning,No
C005861,74,Female,New,Yes
C005862,18,Female,New,Yes
C005863,17,Male,New,No
C005864,37,Male,Returning,No
C005865,29,Female,Returning,No
C005866,48,Female,Returning,Yes
C005867,35,Female,Returning,No
C005868,39,Female,Returning,No
C005869,52,Female,New,Yes
C005870,52,Female,New,No
C005871,76,Female,Loyal,Yes
C005872,47,Male,Returning,Yes
C005873,52,Female,New,No
C005874,60,Female,Loyal,No
C005875,27,Female,Returning,No
C005876,59,Male,Returning,No
C005877,72,Female,New,No
C005878,36,Female,Returning,No
C005879,27,Female,New,No
C005880,38,Male,Returning,No
C005881,33,Female,Loyal,Yes
C005882,54,Female,Returning,Yes
C005883,72,Male,New,No
C005884,54,Male,New,No
C005885,24,Female,Loyal,No
C005886,36,Female,Loyal,Yes
C005887,60,Male,New,No
C005888,37,Male,New,Yes
C005889,54,Male,Returning,Yes
C005890,61,Male,Loyal,No
C005891,37,Male,Loyal,No
C005892,58,Male,Returning,No
C005893,41,Female,New,No
C005894,24,Other,Loyal,No
C005895,40,Male,Loyal,No
C005896,44,Male,New,No
C005897,16,Female,Returning,No
C005898,74,Female,New,No
C005899,50,Male,New,Yes
C005900,18,Male,Loyal,No
C005901,72,Female,New,Yes
C005902,71,Male,Loyal,Yes
C005903,16,Female,New,No
C005904,26,Female,New,No
C005905,39,Male,Returning,No
C005906,48,Male,New,No
C005907,63,Female,Returning,No
C005908,43,Female,New,No
C005909,55,Female,Returning,Yes
C005910,16,Male,Loyal,Yes
C005911,58,Male,Returning,No
C005912,75,Male,New,No
C005913,50,Male,Loyal,No
C005914,45,Female,New,No
C005915,35,Female,New,No
C005916,78,Male,Loyal,No
C005917,18,Female,New,Yes
C005918,34,Female,Returning,Yes
C005919,25,Male,New,Yes
C005920,72,Male,Returning,Yes
C005921,47,Female,Returning,Yes
C005922,75,Female,Returning,Yes
C005923,59,Male,Returning,No
C005924,52,Female,New,No
C005925,49,Female,New,Yes
C005926,29,Male,Loyal,Yes
C005927,52,Other,Loyal,Yes
C005928,60,Female,Loyal,No
C005929,78,Female,Returning,No
C005930,51,Female,Returning,No
C005931,77,Female,Returning,No
C005932,77,Male,Returning,Yes
C005933,49,Male,New,No
C005934,44,Female,Returning,Yes
C005935,25,Male,New,No
C005936,33,Female,New,No
C005937,73,Male,Returning,No
C005938,24,Male,New,No
C005939,41,Female,Returning,No
C005940,61,Female,Loyal,No
C005941,31,Male,Loyal,No
C005942,79,Female,Loyal,Yes
C005943,58,Female,Loyal,No
C005944,17,Female,Returning,Yes
C005945,32,Female,Returning,No
C005946,64,Female,Returning,No
C005947,72,Female,Loyal,No
C005948,76,Female,Returning,No
C005949,71,Female,Returning,No
C005950,20,Male,Loyal,No
C005951,63,Male,Returning,No
C005952,23,Male,New,No
C005953,20,Male,Returning,Yes
C005954,60,Male,Returning,No
C005955,47,Female,Returning,No
C005956,58,Female,Loyal,No
C005957,71,Female,Returning,No
C005958,20,Female,Loyal,No
C005959,50,Other,New,No
C005960,70,Female,New,No
C005961,44,Male,New,No
C005962,50,Female,Returning,No
C005963,48,Female,Loyal,No
C005964,74,Female,Returning,No
C005965,19,Female,Returning,No
C005966,73,Female,Returning,No
C005967,69,Male,Loyal,Yes
C005968,68,Female,New,No
C005969,42,Male,New,No
C005970,49,Male,Returning,Yes
C005971,39,Female,Returning,No
C005972,32,Male,Returning,No
C005973,72,Female,New,No
C005974,48,Female,Returning,Yes
C005975,63,Female,New,No
C005976,22,Male,New,No
C005977,67,Male,New,No
C005978,58,Male,New,Yes
C005979,80,Male,Returning,Yes
C005980,24,Female,Loyal,Yes
C005981,51,Male,New,No
C005982,49,Male,Returning,No
C005983,50,Female,Returning,No
C005984,19,Female,New,Yes
C005985,46,Female,Returning,Yes
C005986,35,Female,New,No
C005987,56,Male,Loyal,Yes
C005988,31,Female,Returning,Yes
C005989,44,Female,New,No
C005990,56,Male,Loyal,Yes
C005991,20,Male,Returning,No
C005992,67,Male,New,No
C005993,62,Male,Returning,No
C005994,19,Male,Returning,Yes
C005995,20,Female,Returning,No
C005996,71,Male,Returning,Yes
C005997,34,Female,Loyal,No
C005998,71,Female,Loyal,No
C005999,48,Male,New,No
C006000,38,Male,Loyal,No
C006001,33,Male,New,Yes
C006002,58,Female,Loyal,No
C006003,23,Male,New,No
C006004,42,Female,New,Yes
C006005,38,Female,Returning,Yes
C006006,26,Female,New,No
C006007,38,Female,Loyal,No
C006008,50,Female,New,No
C006009,60,Male,Returning,Yes
C006010,21,Female,Loyal,No
C006011,72,Male,Returning,No
C006012,73,Male,Returning,Yes
C006013,60,Female,Loyal,Yes
C006014,76,Male,New,No
C006015,43,Female,New,No
C006016,69,Male,New,Yes
C006017,63,Female,New,Yes
C006018,52,Female,New,No
C006019,27,Female,Returning,No
C006020,52,Male,New,No
C006021,74,Female,Returning,No
C006022,79,Male,Returning,Yes
C006023,45,Female,Returning,No
C006024,32,Male,Returning,No
C006025,64,Female,New,Yes
C006026,20,Female,Loyal,No
C006027,25,Female,Returning,Yes
C006028,52,Female,Loyal,No
C006029,80,Male,Returning,Yes
C006030,37,Male,Returning,No
C006031,44,Female,New,Yes
C006032,36,Female,New,Yes
C006033,44,Female,Returning,Yes
C006034,16,Male,Returning,No
C006035,54,Male,Returning,No
C006036,54,Male,Loyal,No
C006037,36,Male,New,No
C006038,33,Female,Loyal,No
C006039,65,Female,Loyal,No
C006040,28,Male,New,No
C006041,19,Female,New,No
C006042,18,Female,Returning,No
C006043,73,Female,New,No
C006044,39,Male,New,No
C006045,22,Male,Returning,No
C006046,73,Male,Returning,Yes
