Sale_ID,Date,Store_ID,Customer_ID,Product_ID,Quantity,Unit_Price,Discount_Pct,Payment_Method,Return_Flag,Gross_Revenue,Discount_Amount,Net_Revenue,Cost,Gross_Margin,Region,Category,Month_Year
T00027584,2026-12-18,S1089,C006196,P0157,1,196.88,0.05,Card,No,196.88,9.84,187.04,105.8,81.24,North East,Sunglasses,2026-12
T00027585,2025-06-20,S1016,C002008,P0214,2,304.31,0.0,Card,No,608.62,0.0,608.62,307.55,301.07,South East,Prescription Lens,2025-06
T00027586,2025-03-22,S1031,C000505,P0119,1,65.62,0.2,Card,No,65.62,13.12,52.5,30.07,22.43,South West,Contact Lenses,2025-03
T00027587,2026-11-28,S1010,C006184,P0094,1,341.7,0.05,Card,No,341.7,17.08,324.62,210.21,114.41,South East,Prescription Lens,2026-11
T00027588,2025-12-29,S1096,C000006,P0183,1,160.77,0.0,Klarna,No,160.77,0.0,160.77,96.79,63.98,Scotland,Prescription Lens,2025-12
T00027589,2026-05-09,S1059,C011805,P0131,1,148.94,0.15,Card,Yes,148.94,22.34,126.6,70.62,55.98,North West,Spectacle Frame,2026-05
T00027590,2026-01-31,S1017,C019097,P0117,1,38.3,0.15,Card,No,38.3,5.74,32.56,16.82,15.74,South East,Sunglasses,2026-01
T00027591,2026-02-17,S1007,C012228,P0016,1,215.4,0.1,Card,No,215.4,21.54,193.86,106.49,87.37,London,Sunglasses,2026-02
T00027592,2025-12-15,S1025,C011047,P0241,1,68.1,0.1,Card,No,68.1,6.81,61.29,26.22,35.07,South West,Spectacle Frame,2025-12
T00027593,2026-12-12,S1091,C012082,P0060,1,22.87,0.05,Klarna,Yes,22.87,1.14,21.73,12.0,9.73,North East,Lens Care,2026-12
T00027594,2025-10-05,S1099,C010794,P0103,1,83.67,0.1,Cash,No,83.67,8.37,75.3,50.93,24.37,Scotland,Prescription Lens,2025-10
T00027595,2025-02-28,S1115,C006721,P0109,2,27.72,0.05,Klarna,No,55.44,2.77,52.67,25.51,27.16,Wales,Contact Lenses,2025-02
T00027596,2026-09-20,S1114,C007916,P0285,1,128.26,0.1,Cash,No,128.26,12.83,115.43,64.37,51.06,Wales,Prescription Lens,2026-09
T00027597,2026-07-12,S1063,C012968,P0073,1,65.69,0.15,Cash,No,65.69,9.85,55.84,33.85,21.99,North West,Prescription Lens,2026-07
T00027598,2025-12-15,S1031,C019032,P0170,1,6.04,0.0,Card,No,6.04,0.0,6.04,2.9,3.14,South West,Lens Care,2025-12
T00027599,2025-06-02,S1069,C003890,P0083,1,46.88,0.1,Card,No,46.88,4.69,42.19,20.91,21.28,Yorkshire,Prescription Lens,2025-06
T00027600,2026-03-04,S1093,C018417,P0251,1,127.41,0.0,Card,No,127.41,0.0,127.41,79.02,48.39,North East,Spectacle Frame,2026-03
T00027601,2025-06-24,S1001,C008567,P0265,1,202.02,0.05,Card,No,202.02,10.1,191.92,100.94,90.98,London,Prescription Lens,2025-06
T00027602,2025-11-12,S1119,C009246,P0033,2,59.66,0.05,Cash,No,119.32,5.97,113.35,49.86,63.49,Wales,Prescription Lens,2025-11
T00027603,2025-04-24,S1005,C011077,P0219,1,27.56,0.1,Cash,No,27.56,2.76,24.8,14.71,10.09,London,Contact Lenses,2025-04
T00027604,2026-05-02,S1105,C005615,P0022,2,308.67,0.0,Card,No,617.34,0.0,617.34,303.68,313.66,Scotland,Spectacle Frame,2026-05
T00027605,2026-03-27,S1002,C008361,P0297,1,71.67,0.1,Card,Yes,71.67,7.17,64.5,38.96,25.54,London,Sunglasses,2026-03
T00027606,2026-04-01,S1071,C012686,P0205,1,216.75,0.15,Gift Card,No,216.75,32.51,184.24,94.4,89.84,Yorkshire,Prescription Lens,2026-04
T00027607,2025-06-22,S1047,C014944,P0171,1,261.96,0.1,Card,No,261.96,26.2,235.76,152.02,83.74,Midlands,Spectacle Frame,2025-06
T00027608,2026-08-14,S1039,C001091,P0035,1,127.81,0.1,Card,No,127.81,12.78,115.03,60.77,54.26,Midlands,Prescription Lens,2026-08
T00027609,2025-06-14,S1095,C015933,P0024,1,200.09,0.0,Card,No,200.09,0.0,200.09,126.2,73.89,North East,Prescription Lens,2025-06
T00027610,2026-07-23,S1111,C013830,P0182,1,289.69,0.05,Card,No,289.69,14.48,275.21,161.48,113.73,Wales,Spectacle Frame,2026-07
T00027611,2025-07-02,S1037,C000934,P0062,1,224.26,0.1,Card,No,224.26,22.43,201.83,125.27,76.56,South West,Spectacle Frame,2025-07
T00027612,2026-08-04,S1096,C006694,P0044,2,231.28,0.15,Gift Card,No,462.56,69.38,393.18,212.07,181.11,Scotland,Prescription Lens,2026-08
T00027613,2026-10-24,S1086,C010895,P0288,1,64.96,0.0,Card,No,64.96,0.0,64.96,27.72,37.24,North East,Contact Lenses,2026-10
T00027614,2025-08-21,S1106,C002937,P0086,1,266.19,0.1,Klarna,No,266.19,26.62,239.57,103.29,136.28,Scotland,Sunglasses,2025-08
T00027615,2025-12-31,S1043,C007480,P0153,1,136.9,0.1,Card,No,136.9,13.69,123.21,82.58,40.63,Midlands,Prescription Lens,2025-12
T00027616,2025-03-29,S1078,C019234,P0119,1,65.62,0.0,Klarna,No,65.62,0.0,65.62,28.79,36.83,Yorkshire,Contact Lenses,2025-03
T00027617,2026-12-29,S1068,C012076,P0023,2,108.92,0.05,Klarna,No,217.84,10.89,206.95,107.85,99.1,North West,Prescription Lens,2026-12
T00027618,2026-05-23,S1092,C010804,P0173,1,158.88,0.05,Cash,No,158.88,7.94,150.94,85.96,64.98,North East,Prescription Lens,2026-05
T00027619,2026-09-17,S1095,C001781,P0149,1,23.05,0.05,Card,No,23.05,1.15,21.9,13.38,8.52,North East,Contact Lenses,2026-09
T00027620,2025-07-11,S1016,C005964,P0009,1,29.38,0.1,Card,No,29.38,2.94,26.44,17.08,9.36,South East,Contact Lenses,2025-07
T00027621,2025-04-20,S1072,C016983,P0238,1,44.98,0.0,Cash,No,44.98,0.0,44.98,28.19,16.79,Yorkshire,Contact Lenses,2025-04
T00027622,2025-05-15,S1058,C019669,P0260,2,23.72,0.0,Klarna,No,47.44,0.0,47.44,30.54,16.9,North West,Lens Care,2025-05
T00027623,2025-03-19,S1031,C009837,P0154,1,238.09,0.2,Card,No,238.09,47.62,190.47,124.4,66.07,South West,Prescription Lens,2025-03
T00027624,2026-12-18,S1035,C006570,P0197,1,89.92,0.0,Card,No,89.92,0.0,89.92,61.04,28.88,South West,Sunglasses,2026-12
T00027625,2025-10-18,S1010,C014043,P0027,1,116.2,0.0,Card,No,116.2,0.0,116.2,63.77,52.43,South East,Sunglasses,2025-10
T00027626,2026-04-25,S1035,C015781,P0092,2,385.36,0.05,Card,No,770.72,38.54,732.18,332.93,399.25,South West,Spectacle Frame,2026-04
T00027627,2026-12-17,S1075,C011958,P0115,1,159.45,0.15,Card,No,159.45,23.92,135.53,84.44,51.09,Yorkshire,Prescription Lens,2026-12
T00027628,2026-12-04,S1002,C019649,P0210,1,9.05,0.1,Card,No,9.05,0.91,8.14,5.3,2.84,London,Lens Care,2026-12
T00027629,2025-06-17,S1013,C011315,P0107,1,152.29,0.05,Gift Card,No,152.29,7.61,144.68,69.37,75.31,South East,Sunglasses,2025-06
T00027630,2026-01-20,S1118,C017627,P0126,1,197.27,0.1,Card,No,197.27,19.73,177.54,95.61,81.93,Wales,Sunglasses,2026-01
T00027631,2025-10-18,S1030,C016937,P0085,1,102.41,0.0,Card,No,102.41,0.0,102.41,47.95,54.46,South West,Prescription Lens,2025-10
T00027632,2025-03-03,S1114,C013117,P0269,2,55.04,0.0,Cash,No,110.08,0.0,110.08,64.81,45.27,Wales,Contact Lenses,2025-03
T00027633,2026-04-23,S1042,C000676,P0229,1,53.89,0.1,Card,No,53.89,5.39,48.5,32.41,16.09,Midlands,Contact Lenses,2026-04
T00027634,2025-02-05,S1009,C003701,P0142,1,167.48,0.1,Card,No,167.48,16.75,150.73,89.85,60.88,South East,Spectacle Frame,2025-02
T00027635,2026-07-05,S1073,C009415,P0073,1,65.69,0.0,Card,Yes,65.69,0.0,65.69,42.59,23.1,Yorkshire,Prescription Lens,2026-07
T00027636,2025-06-01,S1088,C008104,P0252,1,223.77,0.0,Card,No,223.77,0.0,223.77,94.43,129.34,North East,Spectacle Frame,2025-06
T00027637,2026-11-30,S1108,C011764,P0136,1,117.37,0.05,Klarna,No,117.37,5.87,111.5,53.45,58.05,Scotland,Sunglasses,2026-11
T00027638,2025-07-26,S1069,C001413,P0124,1,380.32,0.1,Card,No,380.32,38.03,342.29,175.86,166.43,Yorkshire,Prescription Lens,2025-07
T00027639,2026-09-06,S1080,C015646,P0192,3,241.28,0.0,Card,No,723.84,0.0,723.84,421.32,302.52,Yorkshire,Spectacle Frame,2026-09
T00027640,2026-11-08,S1111,C003365,P0189,1,46.28,0.0,Cash,No,46.28,0.0,46.28,24.29,21.99,Wales,Contact Lenses,2026-11
T00027641,2026-08-14,S1053,C002249,P0056,1,348.02,0.1,Card,No,348.02,34.8,313.22,140.25,172.97,Midlands,Sunglasses,2026-08
T00027642,2026-03-25,S1058,C016026,P0281,1,227.51,0.05,Klarna,No,227.51,11.38,216.13,113.92,102.21,North West,Spectacle Frame,2026-03
T00027643,2025-11-15,S1115,C016865,P0105,1,84.23,0.05,Card,No,84.23,4.21,80.02,47.0,33.02,Wales,Prescription Lens,2025-11
T00027644,2026-12-10,S1002,C000639,P0096,2,122.18,0.0,Card,No,244.36,0.0,244.36,110.09,134.27,London,Sunglasses,2026-12
T00027645,2026-12-12,S1012,C016022,P0095,1,102.28,0.1,Card,No,102.28,10.23,92.05,62.17,29.88,South East,Prescription Lens,2026-12
T00027646,2026-11-19,S1008,C005440,P0182,1,289.69,0.15,Cash,No,289.69,43.45,246.24,114.48,131.76,London,Spectacle Frame,2026-11
T00027647,2026-10-31,S1069,C006433,P0109,1,27.72,0.0,Card,No,27.72,0.0,27.72,11.8,15.92,Yorkshire,Contact Lenses,2026-10
T00027648,2026-09-17,S1011,C010987,P0040,1,23.32,0.1,Cash,No,23.32,2.33,20.99,10.05,10.94,South East,Lens Care,2026-09
T00027649,2026-07-25,S1120,C013594,P0040,2,23.32,0.05,Card,No,46.64,2.33,44.31,21.87,22.44,Wales,Lens Care,2026-07
T00027650,2026-05-19,S1073,C010508,P0050,1,15.3,0.0,Card,No,15.3,0.0,15.3,9.42,5.88,Yorkshire,Lens Care,2026-05
T00027651,2025-12-18,S1108,C018870,P0033,2,59.66,0.1,Card,No,119.32,11.93,107.39,66.15,41.24,Scotland,Prescription Lens,2025-12
T00027652,2026-01-06,S1069,C005275,P0063,1,149.22,0.05,Card,No,149.22,7.46,141.76,83.41,58.35,Yorkshire,Prescription Lens,2026-01
T00027653,2026-08-27,S1081,C000048,P0249,1,61.94,0.1,Card,No,61.94,6.19,55.75,27.36,28.39,Yorkshire,Contact Lenses,2026-08
T00027654,2026-09-03,S1020,C017128,P0163,1,122.12,0.05,Gift Card,No,122.12,6.11,116.01,56.94,59.07,South East,Prescription Lens,2026-09
T00027655,2025-05-30,S1015,C012017,P0186,1,256.29,0.0,Card,Yes,256.29,0.0,256.29,107.87,148.42,South East,Sunglasses,2025-05
T00027656,2026-06-11,S1039,C012782,P0063,1,149.22,0.05,Card,No,149.22,7.46,141.76,76.73,65.03,Midlands,Prescription Lens,2026-06
T00027657,2025-03-24,S1014,C018637,P0260,1,23.72,0.0,Klarna,No,23.72,0.0,23.72,10.43,13.29,South East,Lens Care,2025-03
T00027658,2025-09-25,S1119,C010401,P0040,1,23.32,0.05,Klarna,No,23.32,1.17,22.15,10.85,11.3,Wales,Lens Care,2025-09
T00027659,2025-07-30,S1046,C018007,P0260,1,23.72,0.05,Card,No,23.72,1.19,22.53,10.91,11.62,Midlands,Lens Care,2025-07
T00027660,2025-01-22,S1091,C011040,P0259,1,50.41,0.0,Klarna,No,50.41,0.0,50.41,23.63,26.78,North East,Contact Lenses,2025-01
T00027661,2025-08-27,S1097,C018184,P0220,1,24.18,0.0,Card,No,24.18,0.0,24.18,12.68,11.5,Scotland,Lens Care,2025-08
T00027662,2026-05-28,S1030,C016315,P0032,2,302.83,0.0,Card,No,605.66,0.0,605.66,388.43,217.23,South West,Spectacle Frame,2026-05
T00027663,2025-10-29,S1058,C018430,P0116,1,294.04,0.1,Card,No,294.04,29.4,264.64,137.12,127.52,North West,Sunglasses,2025-10
T00027664,2026-04-29,S1003,C013035,P0077,1,71.34,0.05,Cash,No,71.34,3.57,67.77,32.04,35.73,London,Sunglasses,2026-04
T00027665,2025-08-24,S1060,C006656,P0204,1,315.78,0.1,Card,No,315.78,31.58,284.2,144.91,139.29,North West,Prescription Lens,2025-08
T00027666,2026-02-19,S1110,C016128,P0140,1,21.49,0.0,Card,No,21.49,0.0,21.49,11.12,10.37,Scotland,Lens Care,2026-02
T00027667,2025-09-17,S1027,C019837,P0029,1,65.45,0.1,Card,No,65.45,6.55,58.9,29.59,29.31,South West,Contact Lenses,2025-09
T00027668,2026-12-31,S1058,C012327,P0007,1,54.13,0.0,Card,No,54.13,0.0,54.13,34.3,19.83,North West,Sunglasses,2026-12
T00027669,2025-06-19,S1064,C018959,P0067,1,173.16,0.15,Card,No,173.16,25.97,147.19,71.06,76.13,North West,Sunglasses,2025-06
T00027670,2025-03-02,S1038,C000156,P0054,1,133.47,0.15,Card,No,133.47,20.02,113.45,50.5,62.95,South West,Prescription Lens,2025-03
T00027671,2025-11-04,S1059,C015212,P0022,2,308.67,0.15,Klarna,No,617.34,92.6,524.74,223.35,301.39,North West,Spectacle Frame,2025-11
T00027672,2025-06-15,S1104,C017835,P0011,1,179.45,0.0,Card,No,179.45,0.0,179.45,86.84,92.61,Scotland,Spectacle Frame,2025-06
T00027673,2026-03-10,S1031,C011545,P0188,1,21.99,0.0,Card,No,21.99,0.0,21.99,12.54,9.45,South West,Contact Lenses,2026-03
T00027674,2026-12-06,S1025,C000301,P0199,1,70.4,0.1,Card,No,70.4,7.04,63.36,37.59,25.77,South West,Contact Lenses,2026-12
T00027675,2026-12-05,S1034,C004685,P0298,3,60.53,0.05,Card,No,181.59,9.08,172.51,90.78,81.73,South West,Contact Lenses,2026-12
T00027676,2025-02-15,S1063,C004163,P0177,1,179.2,0.1,Gift Card,No,179.2,17.92,161.28,69.74,91.54,North West,Sunglasses,2025-02
T00027677,2026-12-31,S1070,C015236,P0049,1,36.0,0.0,Cash,Yes,36.0,0.0,36.0,21.93,14.07,Yorkshire,Contact Lenses,2026-12
T00027678,2025-05-02,S1001,C014987,P0293,1,48.91,0.15,Card,No,48.91,7.34,41.57,24.96,16.61,London,Prescription Lens,2025-05
T00027679,2026-11-15,S1071,C019262,P0033,3,59.66,0.05,Card,No,178.98,8.95,170.03,102.01,68.02,Yorkshire,Prescription Lens,2026-11
T00027680,2026-10-18,S1035,C001305,P0206,1,228.51,0.05,Cash,No,228.51,11.43,217.08,92.96,124.12,South West,Sunglasses,2026-10
T00027681,2026-04-21,S1002,C012627,P0183,1,160.77,0.05,Gift Card,No,160.77,8.04,152.73,67.51,85.22,London,Prescription Lens,2026-04
T00027682,2025-03-28,S1077,C002715,P0294,1,192.25,0.0,Card,Yes,192.25,0.0,192.25,101.96,90.29,Yorkshire,Prescription Lens,2025-03
T00027683,2025-06-20,S1036,C007507,P0090,1,16.62,0.15,Klarna,No,16.62,2.49,14.13,8.3,5.83,South West,Lens Care,2025-06
T00027684,2026-02-04,S1081,C009065,P0289,3,56.61,0.15,Card,No,169.83,25.47,144.36,76.5,67.86,Yorkshire,Contact Lenses,2026-02
T00027685,2026-06-23,S1009,C009348,P0168,1,20.08,0.05,Gift Card,Yes,20.08,1.0,19.08,10.03,9.05,South East,Contact Lenses,2026-06
T00027686,2025-03-23,S1024,C006437,P0234,1,276.79,0.15,Gift Card,No,276.79,41.52,235.27,111.7,123.57,South West,Prescription Lens,2025-03
T00027687,2025-02-14,S1003,C011754,P0293,1,48.91,0.05,Klarna,No,48.91,2.45,46.46,22.22,24.24,London,Prescription Lens,2025-02
T00027688,2025-11-17,S1078,C016605,P0256,1,203.86,0.0,Card,No,203.86,0.0,203.86,89.83,114.03,Yorkshire,Sunglasses,2025-11
T00027689,2025-07-23,S1119,C016364,P0142,1,167.48,0.0,Cash,No,167.48,0.0,167.48,103.63,63.85,Wales,Spectacle Frame,2025-07
T00027690,2025-08-21,S1099,C005641,P0164,1,244.88,0.1,Card,No,244.88,24.49,220.39,114.03,106.36,Scotland,Prescription Lens,2025-08
T00027691,2026-08-11,S1031,C005302,P0256,1,203.86,0.0,Card,No,203.86,0.0,203.86,132.49,71.37,South West,Sunglasses,2026-08
T00027692,2026-05-09,S1080,C000472,P0200,1,14.62,0.05,Card,No,14.62,0.73,13.89,8.77,5.12,Yorkshire,Lens Care,2026-05
T00027693,2026-02-03,S1036,C007694,P0122,1,295.15,0.0,Card,No,295.15,0.0,295.15,146.21,148.94,South West,Spectacle Frame,2026-02
T00027694,2025-07-08,S1018,C018982,P0048,1,62.64,0.05,Klarna,No,62.64,3.13,59.51,38.14,21.37,South East,Contact Lenses,2025-07
T00027695,2026-05-31,S1015,C003407,P0106,1,234.35,0.15,Card,No,234.35,35.15,199.2,114.23,84.97,South East,Sunglasses,2026-05
T00027696,2025-11-28,S1112,C016138,P0222,2,315.92,0.15,Card,No,631.84,94.78,537.06,332.0,205.06,Wales,Spectacle Frame,2025-11
T00027697,2026-06-25,S1038,C000439,P0121,1,95.83,0.0,Card,No,95.83,0.0,95.83,62.94,32.89,South West,Spectacle Frame,2026-06
T00027698,2026-04-10,S1016,C016857,P0015,1,242.96,0.0,Gift Card,No,242.96,0.0,242.96,115.15,127.81,South East,Prescription Lens,2026-04
T00027699,2026-04-17,S1085,C001345,P0098,1,34.88,0.05,Card,No,34.88,1.74,33.14,17.58,15.56,North East,Contact Lenses,2026-04
T00027700,2026-06-16,S1057,C014275,P0047,1,93.67,0.0,Card,No,93.67,0.0,93.67,57.1,36.57,North West,Sunglasses,2026-06
T00027701,2026-02-03,S1074,C015115,P0284,1,383.76,0.05,Card,No,383.76,19.19,364.57,159.36,205.21,Yorkshire,Prescription Lens,2026-02
T00027702,2025-02-21,S1103,C000554,P0157,1,196.88,0.0,Card,No,196.88,0.0,196.88,104.45,92.43,Scotland,Sunglasses,2025-02
T00027703,2026-03-12,S1055,C014415,P0246,2,264.52,0.1,Cash,No,529.04,52.9,476.14,221.98,254.16,North West,Sunglasses,2026-03
T00027704,2025-10-09,S1085,C001734,P0072,1,394.27,0.0,Card,No,394.27,0.0,394.27,185.57,208.7,North East,Spectacle Frame,2025-10
T00027705,2025-07-27,S1037,C007805,P0030,1,22.92,0.05,Card,No,22.92,1.15,21.77,13.72,8.05,South West,Lens Care,2025-07
T00027706,2025-03-20,S1077,C001329,P0040,1,23.32,0.15,Gift Card,No,23.32,3.5,19.82,10.28,9.54,Yorkshire,Lens Care,2025-03
T00027707,2025-01-27,S1013,C012806,P0174,2,390.8,0.0,Klarna,No,781.6,0.0,781.6,402.38,379.22,South East,Prescription Lens,2025-01
T00027708,2025-02-28,S1079,C006283,P0286,1,307.59,0.05,Card,No,307.59,15.38,292.21,152.48,139.73,Yorkshire,Sunglasses,2025-02
T00027709,2026-10-03,S1066,C005898,P0106,1,234.35,0.0,Klarna,No,234.35,0.0,234.35,123.67,110.68,North West,Sunglasses,2026-10
T00027710,2026-05-10,S1106,C003287,P0092,1,385.36,0.1,Card,No,385.36,38.54,346.82,196.8,150.02,Scotland,Spectacle Frame,2026-05
T00027711,2026-02-13,S1077,C005118,P0257,1,105.91,0.1,Card,No,105.91,10.59,95.32,41.59,53.73,Yorkshire,Sunglasses,2026-02
T00027712,2025-02-23,S1017,C005170,P0096,1,122.18,0.0,Klarna,No,122.18,0.0,122.18,62.62,59.56,South East,Sunglasses,2025-02
T00027713,2026-07-06,S1087,C008413,P0076,1,317.39,0.1,Card,No,317.39,31.74,285.65,150.84,134.81,North East,Sunglasses,2026-07
T00027714,2025-08-22,S1059,C006979,P0145,1,128.4,0.0,Klarna,No,128.4,0.0,128.4,56.42,71.98,North West,Prescription Lens,2025-08
T00027715,2026-01-09,S1102,C001194,P0218,2,61.8,0.05,Card,Yes,123.6,6.18,117.42,62.17,55.25,Scotland,Contact Lenses,2026-01
T00027716,2026-02-24,S1006,C000786,P0253,1,66.28,0.0,Card,No,66.28,0.0,66.28,36.44,29.84,London,Prescription Lens,2026-02
T00027717,2025-07-23,S1035,C006608,P0274,2,256.3,0.15,Card,No,512.6,76.89,435.71,213.99,221.72,South West,Prescription Lens,2025-07
T00027718,2026-10-18,S1035,C002489,P0195,1,144.51,0.1,Klarna,No,144.51,14.45,130.06,78.17,51.89,South West,Prescription Lens,2026-10
T00027719,2025-12-03,S1066,C007311,P0201,1,118.81,0.0,Klarna,No,118.81,0.0,118.81,64.46,54.35,North West,Spectacle Frame,2025-12
T00027720,2025-06-21,S1034,C010929,P0009,1,29.38,0.1,Card,No,29.38,2.94,26.44,14.66,11.78,South West,Contact Lenses,2025-06
T00027721,2026-03-18,S1043,C010326,P0223,1,150.65,0.0,Card,No,150.65,0.0,150.65,83.67,66.98,Midlands,Prescription Lens,2026-03
T00027722,2026-04-17,S1005,C000943,P0286,1,307.59,0.1,Card,No,307.59,30.76,276.83,153.59,123.24,London,Sunglasses,2026-04
T00027723,2025-02-26,S1095,C007833,P0238,1,44.98,0.05,Klarna,No,44.98,2.25,42.73,27.23,15.5,North East,Contact Lenses,2025-02
T00027724,2026-07-26,S1018,C012771,P0097,1,206.6,0.05,Cash,No,206.6,10.33,196.27,90.76,105.51,South East,Sunglasses,2026-07
T00027725,2025-10-17,S1121,C000842,P0198,1,62.44,0.1,Cash,No,62.44,6.24,56.2,23.85,32.35,Wales,Contact Lenses,2025-10
T00027726,2025-01-01,S1049,C003729,P0228,1,19.75,0.0,Card,No,19.75,0.0,19.75,13.43,6.32,Midlands,Contact Lenses,2025-01
T00027727,2025-08-26,S1082,C009216,P0113,1,170.96,0.1,Klarna,No,170.96,17.1,153.86,69.95,83.91,Yorkshire,Prescription Lens,2025-08
T00027728,2025-12-08,S1044,C002695,P0081,1,160.18,0.0,Card,No,160.18,0.0,160.18,83.02,77.16,Midlands,Spectacle Frame,2025-12
T00027729,2026-11-15,S1058,C014084,P0019,1,46.77,0.0,Card,No,46.77,0.0,46.77,30.84,15.93,North West,Contact Lenses,2026-11
T00027730,2026-11-17,S1016,C006842,P0237,1,126.05,0.05,Card,No,126.05,6.3,119.75,56.14,63.61,South East,Sunglasses,2026-11
T00027731,2026-07-16,S1042,C009612,P0002,1,257.22,0.05,Card,No,257.22,12.86,244.36,160.01,84.35,Midlands,Spectacle Frame,2026-07
T00027732,2025-07-27,S1119,C016288,P0010,1,23.5,0.0,Card,No,23.5,0.0,23.5,15.02,8.48,Wales,Lens Care,2025-07
T00027733,2025-06-20,S1083,C008878,P0056,1,348.02,0.2,Card,Yes,348.02,69.6,278.42,142.9,135.52,Yorkshire,Sunglasses,2025-06
T00027734,2025-02-02,S1051,C010467,P0300,2,5.72,0.05,Card,No,11.44,0.57,10.87,7.06,3.81,Midlands,Lens Care,2025-02
T00027735,2025-10-27,S1017,C004282,P0198,1,62.44,0.1,Card,No,62.44,6.24,56.2,37.11,19.09,South East,Contact Lenses,2025-10
T00027736,2026-04-17,S1105,C001305,P0274,1,256.3,0.0,Card,No,256.3,0.0,256.3,140.72,115.58,Scotland,Prescription Lens,2026-04
T00027737,2025-12-10,S1065,C012978,P0261,1,227.27,0.0,Card,No,227.27,0.0,227.27,137.77,89.5,North West,Spectacle Frame,2025-12
T00027738,2026-01-24,S1074,C015984,P0122,1,295.15,0.0,Card,No,295.15,0.0,295.15,170.71,124.44,Yorkshire,Spectacle Frame,2026-01
T00027739,2026-10-26,S1021,C004513,P0278,1,37.12,0.05,Gift Card,No,37.12,1.86,35.26,20.61,14.65,South East,Contact Lenses,2026-10
T00027740,2025-05-09,S1041,C006532,P0127,1,104.22,0.1,Cash,No,104.22,10.42,93.8,46.67,47.13,Midlands,Sunglasses,2025-05
T00027741,2026-12-18,S1018,C008493,P0108,2,20.29,0.2,Card,No,40.58,8.12,32.46,18.19,14.27,South East,Contact Lenses,2026-12
T00027742,2026-03-20,S1057,C019735,P0162,1,202.3,0.05,Card,No,202.3,10.12,192.18,112.23,79.95,North West,Spectacle Frame,2026-03
T00027743,2026-05-04,S1051,C012744,P0089,1,58.18,0.0,Card,Yes,58.18,0.0,58.18,35.39,22.79,Midlands,Contact Lenses,2026-05
T00027744,2025-02-02,S1095,C013707,P0150,1,8.49,0.05,Card,Yes,8.49,0.42,8.07,3.74,4.33,North East,Lens Care,2025-02
T00027745,2026-10-23,S1021,C004169,P0144,1,169.66,0.1,Gift Card,No,169.66,16.97,152.69,78.1,74.59,South East,Prescription Lens,2026-10
T00027746,2025-06-14,S1108,C004520,P0142,1,167.48,0.05,Card,No,167.48,8.37,159.11,74.09,85.02,Scotland,Spectacle Frame,2025-06
T00027747,2025-12-08,S1084,C011822,P0022,1,308.67,0.05,Card,No,308.67,15.43,293.24,197.13,96.11,North East,Spectacle Frame,2025-12
T00027748,2026-06-20,S1015,C007590,P0090,1,16.62,0.15,Cash,No,16.62,2.49,14.13,8.01,6.12,South East,Lens Care,2026-06
T00027749,2026-03-17,S1103,C008886,P0178,1,47.12,0.05,Klarna,Yes,47.12,2.36,44.76,21.52,23.24,Scotland,Contact Lenses,2026-03
T00027750,2026-06-26,S1033,C000047,P0267,1,56.92,0.05,Cash,No,56.92,2.85,54.07,23.71,30.36,South West,Sunglasses,2026-06
T00027751,2025-11-03,S1090,C008387,P0148,1,16.06,0.05,Klarna,No,16.06,0.8,15.26,7.03,8.23,North East,Contact Lenses,2025-11
T00027752,2025-02-22,S1054,C009871,P0071,1,69.46,0.05,Card,No,69.46,3.47,65.99,37.18,28.81,North West,Spectacle Frame,2025-02
T00027753,2025-07-26,S1007,C000304,P0222,1,315.92,0.0,Card,No,315.92,0.0,315.92,198.39,117.53,London,Spectacle Frame,2025-07
T00027754,2025-09-05,S1114,C019892,P0068,1,28.12,0.1,Card,No,28.12,2.81,25.31,10.71,14.6,Wales,Contact Lenses,2025-09
T00027755,2026-06-08,S1050,C009284,P0266,1,337.31,0.0,Card,No,337.31,0.0,337.31,188.33,148.98,Midlands,Sunglasses,2026-06
T00027756,2026-03-27,S1027,C011171,P0198,1,62.44,0.05,Cash,No,62.44,3.12,59.32,33.09,26.23,South West,Contact Lenses,2026-03
T00027757,2026-01-26,S1019,C007462,P0021,1,265.08,0.0,Card,No,265.08,0.0,265.08,178.63,86.45,South East,Spectacle Frame,2026-01
T00027758,2026-08-26,S1028,C010900,P0215,1,96.17,0.15,Card,Yes,96.17,14.43,81.74,47.2,34.54,South West,Prescription Lens,2026-08
T00027759,2025-03-30,S1109,C008269,P0202,1,296.69,0.05,Gift Card,No,296.69,14.83,281.86,131.76,150.1,Scotland,Spectacle Frame,2025-03
T00027760,2026-11-23,S1043,C012761,P0298,1,60.53,0.05,Card,No,60.53,3.03,57.5,35.6,21.9,Midlands,Contact Lenses,2026-11
T00027761,2026-10-23,S1098,C014677,P0044,1,231.28,0.0,Card,No,231.28,0.0,231.28,154.6,76.68,Scotland,Prescription Lens,2026-10
T00027762,2025-04-09,S1084,C006972,P0119,1,65.62,0.15,Card,No,65.62,9.84,55.78,33.49,22.29,North East,Contact Lenses,2025-04
T00027763,2025-03-15,S1067,C019139,P0194,3,218.25,0.1,Card,No,654.75,65.48,589.27,258.47,330.8,North West,Prescription Lens,2025-03
T00027764,2026-10-10,S1004,C012621,P0036,1,261.45,0.1,Klarna,No,261.45,26.14,235.31,127.91,107.4,London,Sunglasses,2026-10
